content,score,reviewCreatedVersion,at
"Isi kartu tol pakai ovo 100000, tapi saldo gak masuk, tak kasih bintang satu dulu, akan saya hapus bintang 1 nya kalau saldo saya sudah masuk, kalau gak balik saldo saya , ya saya biarin bintang 1 Revisi Alhamdulillah saldo sudah kembali, terimakasih atas kerjasama nya",5,3.98.0,01/01/2024
Tidak bisa sign in pada bagian memasukan email,1,3.98.0,01/01/2024
"Saya daftar ovo , sudah dapat verefikasi tapi tidak bisa login , mengecewakan",1,3.98.0,01/01/2024
"Transaksi pakai ovo sangat cepat ,aman dan nyaman.",5,3.98.0,01/01/2024
Nyesel pake ovo mau tf gagal mau beli paket/pulsa gagal... Semuanya aja gagal,1,3.98.0,01/01/2024
Ringkas dan tepat,5,3.98.0,01/01/2024
Kenapa saya tidak bisa teransper sesama ovo,1,3.98.0,01/01/2024
"Aplikasi kuontl Saya lupa pin akun saya dan email ny juga ilang, pas saya pencet lupa pin eh langsung di blokir asw, tolong tambahin fitur kalau lupa pin tolong tambahin fitur kirim otp ke nomor hp kan kasian yang email ny hilang",1,3.98.0,01/01/2024
"Tolong bantuannya untuk kendala tf dalam proses terus udah berjam"" masih dalam proses",3,3.98.0,01/01/2024
"Kok saya sudah punya akun kok tidal bisa log in gimana ni dari semalam,,biasanya sekali klik langsung masuk",1,3.98.0,01/01/2024
Saya tf ke BRI udah 2 hari status ( Diproses ),2,3.98.0,01/01/2024
Opo Bagong susah di buka nya,1,3.97.0,13/06/2024
kenapa sering kali gangguan .gak bisa tranfer juga .,1,3.97.0,05/04/2024
simple banget transaksi,5,3.97.0,09/03/2024
"OVo ini gimana sih mau nya uang saya 345500 bayar QRIS aja ga masuk , untuk CS respon lamban , Sumpah , Buat yang lain sebelum terlanjur , segera ganti secepatnya, platform lain lebih aman , pengguna lama OVO 2020 SAMPE sekarang .. di buat kecewa",1,3.97.0,07/03/2024
"Aplikasi ini jauh lebih baik di banding kan dengan dana , soal nya di ovo lebih praktis dan gak ribet , kalo soal di dana saya nyerah aja deh . Saya selalu menggunakan ovo Hingga akhir hayat",5,3.97.0,16/02/2024
"Selalu Update aplikasi, padahal isinya sama aja..",5,3.97.0,12/02/2024
"Tiap dipake minta update mulu, masa iya tiap bulan update aplikasi, kagak berguna bgt, otewe uninstall",1,3.97.0,11/02/2024
"Tf bermasalah saldo udah ditarik tapi gamasuk2 rekening, gimana malah bikin pengguna rugi",1,3.97.0,08/02/2024
Sering banget gagal trnasfer ovo perlu tingkatkan lagi,2,3.97.0,05/02/2024
Sy buka ovo sy kenapa tdk bisa ya tiba2 kluar terus,5,3.97.0,03/02/2024
"Padahal biaya adminnya gede, masih aja error",3,3.97.0,21/01/2024
Update mulu.. capek update terus,3,3.97.0,20/01/2024
Ko nge bug terus setiap login... tolong di perbaiki donk Apk nya,1,3.97.0,19/01/2024
"Mantab aplikasi ringan gk lelet cuman mohon maaf bel pernah nyabak transaksi,",5,3.97.0,09/01/2024
Aplikasi ini makin hari kok makin gk mutu. Makin lama seharusnya makin bagus ini malah makin jelek. Baru buka dihalaman awal sudah stuck dan aplikasi tidak ke buka.,1,3.97.0,04/01/2024
Terbukti sangat membantu dan aman.sangat komplit ...,5,3.97.0,04/01/2024
"Setahun lebih saya pakai aplikasi untuk transaksi setelah terjadi masalah transaksi banyak embel""nya,kecewa saya dengan aplikasi ini",1,3.97.0,03/01/2024
Mantap transaksi secepat kilat,5,3.97.0,03/01/2024
Cara masuknya gampang dan cara daftarnya enak gak kayak dana indo,5,3.97.0,03/01/2024
"saya melakukan transfer pada tanggal 29 november, dengan nominal 4,5 juta, saldo udah terpotong uang gak masuk ke rekening tujuan, udah 1 bulan lebih gak ada hasil, gimana sih ovo?",1,3.97.0,02/01/2024
Gak usah tiap hari update lah!,4,3.97.0,02/01/2024
"Ovo kebnykan update mulu yaa, jlek amat lama lama aplikasi nya... Payah kdang ngga bisa buat tf sesama ovo adeeh. Lemottttt",1,3.97.0,02/01/2024
"Apk paling jelek masak ngirim dari jam 12 mlm smpek jam 3 sore ,masih belm bisa dan tulisanya masih proses juga . Kalo emang gagal ya balik cepet itu saldo kurang tpi tulisanya masih dalam proses , anjng emang",1,3.97.0,01/01/2024
Ada pijamam nya ath payah ga kaya yg sebelah,1,3.96.0,29/06/2024
apk ngelek ....gua hapus apk nya makin ke sini makin jelek,2,3.96.0,25/06/2024
"GRAB ngasih app yg lebih baik , yaitu superbank , bye OVO uninstall aja , bikin boncos uang , skrg pembayaran utama pake metode superbank , topup gratis - transfer bank lain gratis.",1,3.96.0,24/06/2024
"come on bos... bertahun"" saya pakai ovo baru dapat kejadian seperti yg orang"" keluhkan.. masa transfer 50rb aja ke rek bank harus nunggu 2-3 hari... kalian tahu nga pihak penerima sangat butuhin uang itu smalem secepatnya... konyol banget asli cara kerja kalian klau hal kecil kaya gini aja sampe lama penyelesaiannya.. bkin orang mau uninstall aja",1,3.96.0,06/06/2024
Gangguan terus . Permsalahan gak beres2 smpei skrng !,1,3.96.0,21/04/2024
"Syykaaa pake ovo, sayang ga ada gratis transfer",4,3.96.0,17/04/2024
Saya beli vocer game tapi g bisa di t Gunakan ke kode tukar gimana nih ka,1,3.96.0,14/04/2024
Update nya maksa,1,3.96.0,03/04/2024
"Tidak nyaman , harus update mulu",2,3.96.0,24/03/2024
Apk e-wallet aman dan terpercaya tapi kalo bisa kurangi update Tabrak-tabrak masuk,5,3.96.0,01/03/2024
Cukup memuaskn,5,3.96.0,28/02/2024
"Mudah dan lancar, smoga semudah dan selancar rizki say biar ovo saya bnyak isix🤲🤭😃",5,3.96.0,16/02/2024
Kenapa gak bisa masuk malam ini,5,3.96.0,03/02/2024
Sumpah. Ini Apk makin hari makin menyalah teruss. Kmarin saldo hilang. Ini malah gabisa dibuka lgi apk nya,1,3.96.0,03/02/2024
Ini kenapa sering logout sendiri...dan stuck di awal masuk,1,3.96.0,28/01/2024
Sangat membantu sekali dalam segala hal,5,3.96.0,25/01/2024
Di dana kok bisa dapat bonus 200 setelah abgret,5,3.96.0,17/01/2024
Jos suka banget..,5,3.96.0,16/01/2024
Biaya mahal bos,1,3.96.0,14/01/2024
Saya kasi bintang 3 ya. Karna menurut saya agak aneh. Masa nerima trasferan kita yg kena biaya admin. Seharus nya kan yg menstranfer kena biaya admin knp jd kita..? Tolong ya perbaiki lagi. Klw yg lain masih aman sih Jd bisa di maklumin. Semangaaatt✊,3,3.96.0,10/01/2024
Saya mau yang paling aman,1,3.96.0,09/01/2024
saya kasih 4 bintang dulu ya boss,4,3.96.0,09/01/2024
Isi 10k di potong 1500 gila mending pake gopay,1,3.96.0,06/01/2024
Murah dan mudah transaksi,5,3.96.0,05/01/2024
"Bagus, menyelesaikan masalah dengan solusi 👍",5,3.96.0,01/01/2024
Semoga lancar terus,5,3.95.0,01/07/2024
Ada yg menyamar sebagai ovo skrng akun saya kena mana di situ ada foto KTP nya tolong pihak ovo di tindak lanjutii bagaimana cara nya harus hapus semua data² yg instal ovo takut terkena pinjol,2,3.95.0,26/05/2024
Menu financenya kapan beres udh lama tiap di buka masih blom selesai perbaikannya.,1,3.95.0,18/05/2024
Saldo saya mengapa blm masuk,5,3.95.0,30/04/2024
"Transaksi kirim uang sering pending,bisa 1-2hari",1,3.95.0,30/04/2024
gak profesional (kena admin timbal balik),1,3.95.0,18/04/2024
Sekarang bagus ayo tingkat kan dengan memudahkan layanan tapi kenapa sussh upgrade/premium? Jadi jarang di gunakan ya gak bisa upgrade klo bisa upradge otomatis biar bisa di gunakan,1,3.95.0,03/04/2024
"Aplikasi Tolol gw mau masuk akun ga bisa ada tulisan ""Karena perangkat telah di modifikasi"" padahal perangkat belum pernah di modifikasi ajg dasar aplikasi Tolol jangan di download aplikasi haram asuuu dasar developer Ajg",1,3.95.0,28/03/2024
Tutup aja aplikasi ovo mau tranfer kemana2 udah mulai susah pakai qris aja susah tutup aja ga guna ini aplikasi mending pake aplikasi tetangga sebelah ga ribet cepat lgi udah klo aplikasi ovo ga sanggup tutup aja aplikasi jelek begini,1,3.95.0,03/03/2024
Memaksa update,1,3.95.0,10/02/2024
Ovo ini memang sangat bagus dan juga bisa di percaya,4,3.95.0,26/01/2024
Blm ada sebulan dah minta update lagi lw gk di update gk bsa di buka.. Ayolah vo ovo..,1,3.95.0,24/01/2024
Gak bisa dibukak disuruh isi nama,1,3.95.0,14/01/2024
Aplikasi ini Tiap bulan harus di update,2,3.95.0,06/01/2024
"Ancok jelek banget ovo, masa gabisa di upgrade ke primer , buat qris aja gabisa , jelek banget sumpahh, gak fungsi gak guna",1,3.94.0,11/03/2024
"Kendala terhadap transaksi,transaksi yang dilakukan selalu gagal",1,3.94.0,09/03/2024
Login nya lama loading masuknya lamaa ke wa atau pesan.. gak bisa loading lagi.payah!,1,3.94.0,05/03/2024
Bos ovo akun saya ko engk knpa no hp benar sandi benar engk bisa,5,3.94.0,04/03/2024
Cara membuka akun yg sdh keblokir gmna ya??,2,3.94.0,04/03/2024
ini kenapa si ovo kaga bisa qris??? amatiran bngt,1,3.94.0,10/02/2024
Trimakasih atas kemudahan bertransaksi nya,5,3.94.0,20/01/2024
"Mohon sering² merespon saran/masukan dari pengguna aplikasi ini. Karna mungkin bisa berguna bagi kemajuan aplikasi ini(OVO), dan juga bisa berguna bagi pengguna lain. Terima kasih.",2,3.94.0,11/01/2024
"Nomer customer service boros banget pulsa, mau menanyakan tentang akun yg mau ditutup,",1,3.94.0,10/01/2024
jarang dipake tiap buka updet terus,1,3.94.0,06/01/2024
Sangatlah mudahnya untuk dipahami 🙏🙏🙏🙏,5,3.94.0,04/01/2024
Coba transfer ke sesama ovo nya minimal 5000 lah kaya aplikasi sebelah...mungkin saya tidak bongkarpasang aplikasi ini,3,3.94.0,03/01/2024
Aplikasinya aneh.untung udah ditarik saldo yang ada.sempet logout pas login kembali OTP sdh masukin pin benar.tapi ada tulisan anda tidak bisa login dikarenakan perangkan sudah dimodifikasi.aplikasi2 n apl banking lain aman.cuman ovo yang gak bisa,1,3.94.0,01/01/2024
"Ini kok mau bayar my xl pake ovo, tulisan di ovo berhasil tapi di my xl gagal dn uangnya nggk balik kan aneh, kacau kacau woy",1,3.94.0,01/01/2024
"Awalnya senang pake aplikasi ini, namun kecewa karna pembayaran internet iconennect lewat aplikasi PLN malah keluar resi pembayaran listrik atas nama org lain, minta pengembalian dana tp sampai skrg tdk ada, wifi saya sudah off dan uang hilang. Tlg kembalikan uang saya!! Mgkin bagi anda tdk seberapa tp bagi saya bearti!!! Kalo blm bisa gabung dg aplikasi lain utk pembayaran, jgn sok gabung!!! Sudah lapor dan nunggu lama eh tdk ada pertanggung jawaban, ngk mw ganti kerugian kita.",1,3.93.0,18/06/2024
Aplikasinya bagus baget,5,3.93.0,08/05/2024
Sering terjadi kendala saat tranfer ke rek bank.. susah kl buat urgent,4,3.93.0,03/05/2024
pembelian yang gagal ..dana pembayaran berhasil di ambil .tidak di kembalikan lagi.... prosesnya lama ...bikin rugiiii....,2,3.93.0,19/04/2024
"Mohon bantuannya, ini saya login ko loadingnya lama banget yaa ? Jadii maless bangettt , mohon bantuannya Terimakasih:)",1,3.93.0,09/04/2024
Sering di update trus jadi males pake ovo,3,3.93.0,25/03/2024
Kenapa GK bisa login ni aplikasi ovo ku,5,3.93.0,08/03/2024
Bgus sangat cepat transaksi...good job ovo,5,3.93.0,06/03/2024
Ovo tak berkualitas. Masa hanya sekali sehari bisa mengirim/ transfer. Aplikasi aneh,1,3.93.0,26/02/2024
"ovo kenapa ya, padahal jaringan bagus pas login nge stak lama EMANG JELEK OVO",1,3.93.0,19/02/2024
Aplikasi taiiii...g gunaaa buat trnsfer aja susah,4,3.93.0,16/02/2024
Udah 2 hari gagal muat konten. Ganti hp tetep gagal tolong di bantu..,1,3.93.0,01/02/2024
Kenapa gak bisa buat transfer??!! Pdahal lagi butuh bangett,2,3.93.0,30/01/2024
"Males pake OVO, transfer ke bank lain gak ada Gratis2 nya.",1,3.92.0,25/05/2024
Jujur sih kcewa bnget sm ni aplikasi transaksi status berhasil tp gk masuk rekening.. Kapok deh... Gk sperti aplikasi sbelah aman gk prnah ada msalah,1,3.92.0,24/04/2024
"Mengecewakan, uninstal aja",1,3.92.0,14/03/2024
"Makasi ovo,bisnis sukses transaksi mudah pake ovo.Tapiiii uda 2 hari ini ovo gangguan transfer gagal dan bahkan ga bìsà login.Gimana nih uds terlanjur top up sebelum ovo ga berfungsi.Apa tanda2 scam?!uda chat customer service ga da hasil mala aplikasi ga berfungsi...balikin dah uangkuuu",2,3.92.0,11/02/2024
Cukup.membantu,4,3.92.0,16/01/2024
Mau narik uang aja harus ke ovo premier harus nunggu berhari hari aplikasi sebelah ketawa melihat ini semoga dapat ratting 2,1,3.91.0,23/06/2024
Operasi terlalu lama,3,3.91.0,26/04/2024
"Aplikasi tidak berguna beli pulsa sedang di proses,bayar qris sedang di proses aplikasi lemoot,malu malu in aja lagi belanja pakai qris sedang di proses terus kaya sampah ini aplikasi lemooot. Mending hapus aja ini aplikasi ovo lemooot, banyak ambil uang konsumen!!!! Ngeri kali ovo ini tidak recommended buat+62 mending hapus👎",1,3.91.0,26/04/2024
Memudahkan pembayaran makasih,5,3.91.0,29/03/2024
Masih setia cuma tambah parah Minta di upgrade lah malah disuruh kke Capil,5,3.91.0,12/03/2024
"Pengembalian dana ovo terlalu lama menurut saya ,,,2 x 24 jam ,,,tolong pihak ovo di revisi itu",2,3.91.0,16/02/2024
gimna ini ovo transfer sampe tiga hari belum d proses,1,3.91.0,05/02/2024
Diperbaharui malah ngga bisa masuk mental terus ke luar,4,3.91.0,03/02/2024
Membantu bgt dlm bertransaksi dan keperluan,5,3.91.0,12/01/2024
Ga bisa masuk ovo kenapa eror Mulu benerin lah ovo,1,3.90.0,19/04/2024
"Buat user lain yang mau download pikir ulang kembali, WARNING!!!! saya beberapa kali transaksi Saldo terpotong tapi dana sama sekali tidak masuk. Menghubungi cs hanya dioper kesana kemari, Mungkin aplikasi ini sudah miskin jadi mencuri dana costumer yang tidak seberapa. Saya sarankan user lain jgn menggunakan aplikasi ini agar tidak rugi seperti saya, bijak dan manfaatkan penggunaan aplikasi yang lebih bermanfaat. SEJAUH INI ,INI APLIKASI PALING MERUGIKAN COSTUMER.",1,3.90.0,19/02/2024
Gagal login gimana donk.. terulang lagi dan lagi gagal login.kode bener nomer bener. Tetep gagal.jaringan stabil pula,5,3.90.0,10/01/2024
Bisa²naik 500 buat topup ovo sengsara buat rakyat kecil,1,3.89.0,01/07/2024
Pas banget nih aku lagi cari aplikasi untuk menabung soalnya mama aku kan punya aplikasi fizzo novel kalo aku aplikasi lemo jadi sama sama dapat duit aku lagi butuh banget soalnya hp mama aku rusak😞😞,5,3.89.0,22/06/2024
Sering update terus,3,3.89.0,29/05/2024
"Klo tf via BANK masih jauh sama DANA , GOPAY atau aplikasi sejenis nya yg langsung BERHASIL , klo OVO sering LEMOT , mana penggantian mya harus nunggu 2 hari , ini masalah OVO yg dari dulu ga BENER""",1,3.89.0,21/05/2024
Kadang Ngelag Jaringanny Mohon di Betulkan Kembali,5,3.89.0,02/05/2024
"Aplikasi transaksi paling buruk sepanjang masa , sudah transfer tulisan di proses tapi ke yang di transfer blm masuk dan saldo sudah di potong , kalau niatnya cuma buat mutar2 saldo mending gausah bikin aplikasi saja atau mending kita laporkan saja",1,3.89.0,01/05/2024
OVO kenapa ya bulan ini gangguan kah.. setiap mau masuk harus login ulang dan lolaaaaaaaa,1,3.89.0,28/04/2024
Suka eror buat transfer sesama ovo,4,3.89.0,27/04/2024
NYESEL SAYA PAKE OVO TRASFER QRIS DALAM PROSES BER JAM JAM SALDO TERPOTONG TAPI GA SAMPAI DI PENERIMA...SAYA UNINSTAL BIKIN SUSAH AUTO UNINSTAL,1,3.89.0,20/04/2024
Mantap tingkat promonya,5,3.89.0,08/04/2024
"Ovo makin kesini ga jelas Transfer gagal ko saldo kepotong ngga di balikin, bangkee",1,3.89.0,06/04/2024
"Makin nyaman pake ovo, Ada kendala dikit respon laporanya cepat, mantap",5,3.89.0,21/03/2024
"Abis di update bukannya nambah bener malah bugnya makin gila. Woi ini gimana gue mau transfer uangnya ngestuck ini? Dari maren loh gabisa bayar qris, transfer, Ama ambil uang di Indomaret. Mau transaksi kepental terus. Benerin lah sial",1,3.89.0,18/03/2024
"KALI INI PALING KECEWA PAKAI OVO SAAT MELAKUKAN TOP UP E MONEY, PADAHAL LAGI URGENT MALAH GAK MASUK SALDO NYA. NUNGGU NYA LAMA LAGI, KALAU TIDAK BISA CUKUP DI REFUND SAJA. UDAH BIKIN LAPORAN TAPI LAMA BANGET. NEXT PAKAI SHOPPE PAY DANA ATAU GOPAY LAH KALAU MAU TOP UP E MONEY. CUKUP KALI INI AJA PAKAI OVO.",1,3.89.0,19/02/2024
"Pertama kali ngalamin aplikasi yang cepat atas tindaklanjutan bantuan dari pembalasan Email nya.. Terima Kasih OVO, tolong dipertahankan..",5,3.89.0,14/02/2024
"Ini aplikasi kok bgini ya sekarang ga bisa dibuka dan dihapus trus di downdload ulang malah ga bisa dengan alasan koneksi internet bermasalah..di aplikasi ovo saya ada saldo..masa ga bisa dibuka,,trus saldo saya gq bisa dicairka..waduuhhhh bahaya ini aplikasi.",1,3.89.0,10/02/2024
"Transaksi gagal kok saldo gue di ambil trus suruh nunggu 5 hari aneh tolol,, duit duit gue kok lu yg ngatur, balikin saldo gue sekarang 😡 maling",1,3.89.0,04/02/2024
Ga bisa dibuka apknya,1,3.88.0,15/01/2024
Makin banyak bug nya. Masak pendaftaran buat ketik nama aja ribet,1,3.87.0,28/06/2024
Sistemnya kurang up date.dimana sedang ada kendala dalam transfer ke bank lain. Tapi tidak ada pemberitahuan. Kecewa snagat,1,3.87.0,06/06/2024
"OVO emang bagus bisa transper ke mana-mana cuma sayangnya gak bisa transfer ke DANA,dan se=ing gangguan kalo transfer ke BANK lain. tapi okelah five star ⭐⭐⭐⭐ buat OVO ,, good job tambah suskes yah.",5,3.87.0,26/05/2024
Apk OVO tdk bisa melakukan transaksi apapun di ponsel saya setelah peningkatan versi Versi HP ColorOS 13,2,3.87.0,19/04/2024
Parah terlalu banyak verifikasi gak jelas menadakan emang gampang dijebol aplikasinya dan di sadap,1,3.87.0,08/04/2024
Saya transfer ke sebuah merchant tp merchant tersebut belum menerima transferan dari saya. Padahal saldo saya sudah berkurang. Mohon dibantu. Sampai hari ini belum terselsaikan masalah saya. Tolong di bantu,3,3.87.0,08/03/2024
Mantap kalau ovo ada paylater sendiri lebih asyikk,5,3.87.0,21/01/2024
"Aseli bapuk bgt nih ovo udah beberapa hari ini, mau login aja gabisa bisa padahal mau transfer. Payah kacau bgt!!!",1,3.87.0,01/01/2024
"Tolong jgn mau pake aplikasi ovo lg terulang lagi ulah nya udh ke 2x aku kenak riwayat transaksi histori di hapus uang kita GK kembali juga, merugikan masyarakat Indonesia klo gini2 terus, jago gelapkan uang orang ovo ini,. masalah yg ku alami di aplikasi OVO ini blom kelar , juga kmrin saya TF ke orang uang melalui aplikasi ovo, di ovo berhasil, uang blom sampai ke no.rek tujuan, setelah saya datangi pusat bantuan, saya di batasi cet ke pada Cs OVO, awak rugi Ngepake aplikasi ovo sumpah beneran",1,3.86.0,06/04/2024
"minim layanan, kalah sama dompet digital lain yang bisa kasih kuota transfer antar bank gratis",1,3.86.0,05/03/2024
Ovo suka aneh. Transfer baru 2x . Udah ga bisa Transfer lagi .,2,3.86.0,22/02/2024
Parah banget ovo...setelah update malah logout terus. Dan ketika login banyak gagalnya sampai batas waktu terakhir disuruh tunggu 24 jam. Mending ga diupdate si kalo begini. Tolong dunk perbaiki sistemnya. Udah lama lho pake app ini tapi kok makin kesini makin kesana🤦🤦🤦,1,3.86.0,06/02/2024
"Dasar aplikasi ga jelas,masa bayar pake qris di batasi,padahal saya cuma gunakan buat kebutuhan sehari2 bukan utk beli mobil atau beli rumah,makin ke sini makin ga jelas",1,3.86.0,30/01/2024
Ribet Banget ni ovo kagak Kayak gopay Dana lancar. Masuk aja Lama Banget Banyak ini itu. Sangat di sayangkan kau Ovo. Kalah sama Tetanggah sebelah,1,3.85.0,25/05/2024
sering eror saat melakukan pembayaran Qris/ transfer antar bank,2,3.85.0,21/04/2024
"Dsni gw kasih bintang 1 dlu soalnya duit ku hilang gegara transaksi masih di proses terus. Gk tau ini error atau ngestuck, udh berapa kali aja hal ini terulang² mendingan pake dana aja, lama kelamaan semakin ga jelas aja nih apk.",1,3.85.0,07/02/2024
Tolong dong saya mau masuk ke akun tapi kode otp g masuk masuk Urgen nih Saya bakalan ubah bintang kalau udah bisa masuk ke akun saya lagi,1,3.84.1,01/07/2024
Info min kok pembayaran Indomaret hilang?,4,3.84.1,04/06/2024
