content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative
bagus cuma sayang saya cuma dapat limit rendah banget top masih bisa buat andalan saya,5,2022-07-10,"['bagus', 'sayang', 'limit', 'rendah', 'banget', 'top', 'andalan']",bagus sayang limit rendah banget top andal,bagus sayang limit rendah banget top andalan,2022-07,POSITIVE,0,0
bagus pertama limit lumayan bisa buat belanja marchat mana saja bayar bulan depan,5,2022-07-10,"['bagus', 'limit', 'lumayan', 'belanja', 'marchat', 'bayar']",bagus limit lumayan belanja marchat bayar,bagus limit lumayan belanja marchat bayar,2022-07,POSITIVE,0,0
pngajuan pinjaman sangat cepat playanan cpatt semoga ttap bertahan lebih baik lagi dpanny terima kasih kredivo,5,2022-07-31,"['pngajuan', 'pinjaman', 'cepat', 'playanan', 'cpatt', 'semoga', 'ttap', 'bertahan', 'dpanny', 'terima', 'kasih', 'kredivo']",pngajuan pinjam cepat playanan cpatt moga ttap tahan dpanny terima kasih kredivo,pngajuan pinjaman cepat playanan cpatt semoga ttap bertahan dpanny terima kasih kredivo,2022-07,POSITIVE,0,0
semoga bisa ter acc sangat membutukan dana saya untuk anak angkat saya,2,2022-07-15,"['semoga', 'ter', 'acc', 'membutukan', 'dana', 'anak', 'angkat']",moga ter acc membutukan dana anak angkat,semoga ter acc membutukan dana anak angkat,2022-07,POSITIVE,0,0
simpel easy use bagus kerja team kredivo,5,2022-07-23,"['simpel', 'easy', 'use', 'bagus', 'kerja', 'team', 'kredivo']",simpel easy use bagus kerja team kredivo,simpel easy use bagus kerja team kredivo,2022-07,POSITIVE,0,0
paraahh pernah acc bodong tidak guna bisa nolongin orang,1,2022-07-01,"['paraahh', 'acc', 'bodong', 'nolongin', 'orang']",paraahh acc bodong nolongin orang,paraahh acc bodong nolongin orang,2022-07,NEGATIVE,0,0
kecewa lama tunggu ditolak saya tanggal juli,3,2022-07-21,"['kecewa', 'tunggu', 'ditolak', 'tanggal', 'juli']",kecewa tunggu tolak tanggal juli,kecewa tunggu ditolak tanggal juli,2022-07,NEGATIVE,0,0
pinjaman daring mudah dan nyaman serta aman,5,2022-07-12,"['pinjaman', 'daring', 'mudah', 'nyaman', 'aman']",pinjam daring mudah nyaman aman,pinjaman daring mudah nyaman aman,2022-07,POSITIVE,0,0
pinjaman dan cicilannya sangat membantu terima kasih kredivo,5,2022-07-10,"['pinjaman', 'cicilannya', 'membantu', 'terima', 'kasih', 'kredivo']",pinjam cicil bantu terima kasih kredivo,pinjaman cicilannya membantu terima kasih kredivo,2022-07,POSITIVE,0,0
sedikit kecewa juga karena pinjaman tolak akibat lalai dalam pembayaran anguran pinjaman akhirnya kena pinalti,4,2022-07-16,"['kecewa', 'pinjaman', 'tolak', 'akibat', 'lalai', 'pembayaran', 'anguran', 'pinjaman', 'kena', 'pinalti']",kecewa pinjam tolak akibat lalai bayar anguran pinjam kena pinalti,kecewa pinjaman tolak akibat lalai pembayaran anguran pinjaman kena pinalti,2022-07,NEGATIVE,0,0
coba dulu kalau bagus pelayanan lanjut pinjam lagi semoga saja acc,5,2022-07-10,"['coba', 'bagus', 'pelayanan', 'pinjam', 'semoga', 'acc']",coba bagus layan pinjam moga acc,coba bagus pelayanan pinjam semoga acc,2022-07,POSITIVE,0,0
sampai saat ini masih bagus tidak kendala proses cepat sangat membantu dalam kreditan,5,2022-07-03,"['bagus', 'kendala', 'proses', 'cepat', 'membantu', 'kreditan']",bagus kendala proses cepat bantu kredit,bagus kendala proses cepat membantu kreditan,2022-07,POSITIVE,0,0
tang pulsa tidak bisa padahal tagihan sudah lunas bagaimana bisa bintang kurang memuaskan,1,2022-07-09,"['tang', 'pulsa', 'tagihan', 'lunas', 'bintang', 'memuaskan']",tang pulsa tagih lunas bintang puas,tang pulsa tagihan lunas bintang memuaskan,2022-07,NEGATIVE,0,0
sungguh sangat membantu bagi saya terima kasih semoga sukses terus,5,2022-07-10,"['sungguh', 'membantu', 'terima', 'kasih', 'semoga', 'sukses']",sungguh bantu terima kasih moga sukses,sungguh membantu terima kasih semoga sukses,2022-07,POSITIVE,0,0
gagal mohon dihapus data saya mungkin kalau harus tunggu bulan lagi uninstall tanggal juli,5,2022-07-11,"['gagal', 'mohon', 'dihapus', 'data', 'tunggu', 'uninstall', 'tanggal', 'juli']",gagal mohon hapus data tunggu uninstall tanggal juli,gagal mohon dihapus data tunggu uninstall tanggal juli,2022-07,NEGATIVE,0,0
terima kasih dsetujui butuh banget buat belanja barang pesanan,5,2022-07-05,"['terima', 'kasih', 'dsetujui', 'butuh', 'banget', 'belanja', 'barang', 'pesanan']",terima kasih dsetujui butuh banget belanja barang pesan,terima kasih dsetujui butuh banget belanja barang pesanan,2022-07,POSITIVE,0,0
fikir mudah sekali ternyata sangat susah jangan salah gunakan data saya tidak jadi pinjam,1,2022-07-21,"['fikir', 'mudah', 'susah', 'salah', 'data', 'pinjam']",fikir mudah susah salah data pinjam,fikir mudah susah salah data pinjam,2022-07,NEGATIVE,0,0
proses mudh mudhan acc karena sudah berkali selalu ditolak,3,2022-07-24,"['proses', 'mudh', 'mudhan', 'acc', 'berkali', 'ditolak']",proses mudh mudhan acc kali tolak,proses mudh mudhan acc berkali ditolak,2022-07,NEGATIVE,0,0
awas hati jangan kejebak timtim penagihnya kayak preman semua tidak bermoral,1,2022-07-30,"['awas', 'hati', 'kejebak', 'timtim', 'penagihnya', 'kayak', 'preman', 'bermoral']",awas hati jebak timtim tagih kayak preman moral,awas hati kejebak timtim penagihnya kayak preman bermoral,2022-07,NEGATIVE,0,0
lengkap tetapi masih gagal gaskan lurr serbu bintang,1,2022-07-03,"['lengkap', 'gagal', 'gaskan', 'lurr', 'serbu', 'bintang']",lengkap gagal gas lurr serbu bintang,lengkap gagal gaskan lurr serbu bintang,2022-07,NEGATIVE,0,0
parah box akun dana hack awas saja kalau salah gunakan jangan unduh tolong ini penipuan,1,2022-07-03,"['parah', 'box', 'akun', 'dana', 'hack', 'awas', 'salah', 'unduh', 'tolong', 'penipuan']",parah box akun dana hack awas salah unduh tolong tipu,parah box akun dana hack awas salah unduh tolong penipuan,2022-07,NEGATIVE,0,0
saya puas dengan ini proses tidak rumit sangat gampang sekalian terima kasih kredivo,5,2022-07-19,"['puas', 'proses', 'rumit', 'gampang', 'terima', 'kasih', 'kredivo']",puas proses rumit gampang terima kasih kredivo,puas proses rumit gampang terima kasih kredivo,2022-07,POSITIVE,0,0
saya sudah melunasi pinjaman tapi kok akun saya masih terblokir sementara ini sementara apa permanen,2,2022-07-02,"['melunasi', 'pinjaman', 'akun', 'terblokir', 'permanen']",lunas pinjam akun blokir permanen,melunasi pinjaman akun terblokir permanen,2022-07,NEGATIVE,0,0
sangat senang dengan ini bisa membantu kebutuhan saya tapi tolong tingkatkan lagi limitnya,5,2022-07-16,"['senang', 'membantu', 'kebutuhan', 'tolong', 'tingkatkan', 'limitnya']",senang bantu butuh tolong tingkat limit,senang membantu kebutuhan tolong tingkatkan limitnya,2022-07,POSITIVE,0,0
sangat baik dan bunga kredit rendah aman dan terpercaya,5,2022-07-01,"['bunga', 'kredit', 'rendah', 'aman', 'terpercaya']",bunga kredit rendah aman terpercaya,bunga kredit rendah aman terpercaya,2022-07,POSITIVE,0,0
lumayan lah kalau jebol pinjaman tidak kasih bintang,3,2022-07-12,"['lumayan', 'jebol', 'pinjaman', 'kasih', 'bintang']",lumayan jebol pinjam kasih bintang,lumayan jebol pinjaman kasih bintang,2022-07,NEGATIVE,0,0
proses mudah dan cepat tanpa rumit bagus,4,2022-07-22,"['proses', 'mudah', 'cepat', 'rumit', 'bagus']",proses mudah cepat rumit bagus,proses mudah cepat rumit bagus,2022-07,POSITIVE,0,0
akhirnya bisa acc juga tanpa rumit dan tanpa lama terima kasih jredivo,5,2022-07-03,"['acc', 'rumit', 'terima', 'kasih', 'jredivo']",acc rumit terima kasih jredivo,acc rumit terima kasih jredivo,2022-07,POSITIVE,0,0
kasih bintang dahulu kenapa jadi tidak bisa belanja alasannya tidak dapat melakukan transaksi bingung,3,2022-07-03,"['kasih', 'bintang', 'belanja', 'alasannya', 'transaksi', 'bingung']",kasih bintang belanja alas transaksi bingung,kasih bintang belanja alasannya transaksi bingung,2022-07,NEGATIVE,0,0
saya kasih tiga bintang kalau berhasil baru saya rekomondasi akan sama teman,3,2022-07-30,"['kasih', 'bintang', 'berhasil', 'rekomondasi', 'teman']",kasih bintang hasil rekomondasi teman,kasih bintang berhasil rekomondasi teman,2022-07,POSITIVE,0,0
ntuk saat ini sih bagus mudahan terus bagus,5,2022-07-08,"['ntuk', 'sih', 'bagus', 'mudahan', 'bagus']",ntuk sih bagus mudah bagus,ntuk sih bagus mudahan bagus,2022-07,POSITIVE,0,0
mempermudah segalanya disaat ekonomi sulit sangat terbaik,5,2022-07-06,"['mempermudah', 'disaat', 'ekonomi', 'sulit', 'terbaik']",mudah saat ekonomi sulit baik,mempermudah disaat ekonomi sulit terbaik,2022-07,POSITIVE,0,0
saya kasih bintang dahulu kalau acc saya kasih bintang,4,2022-07-04,"['kasih', 'bintang', 'acc', 'kasih', 'bintang']",kasih bintang acc kasih bintang,kasih bintang acc kasih bintang,2022-07,POSITIVE,0,0
tidak kenal maka tidak sayang baru daftar langsung dimana agar mengetahui limit,5,2022-07-17,"['kenal', 'sayang', 'daftar', 'langsung', 'dimana', 'limit']",kenal sayang daftar langsung mana limit,kenal sayang daftar langsung dimana limit,2022-07,NEGATIVE,0,0
isuruh diperbarui versi terbaru tapi kenapa susah diperbarui padahal jaringan bagus,4,2022-07-24,"['isuruh', 'diperbarui', 'versi', 'terbaru', 'susah', 'diperbarui', 'jaringan', 'bagus']",isuruh baru versi baru susah baru jaring bagus,isuruh diperbarui versi terbaru susah diperbarui jaringan bagus,2022-07,NEGATIVE,0,0
saya suka mengenai proses layanan dari dan cepat proses apa kita butuhkan,5,2022-07-23,"['suka', 'proses', 'layanan', 'cepat', 'proses', 'butuhkan']",suka proses layan cepat proses butuh,suka proses layanan cepat proses butuhkan,2022-07,POSITIVE,0,0
katanya diblok sementara tahu kenapa hanya pulsa pembayaran pernah terlambat sampai sekarang ngantung blok sementara,1,2022-07-23,"['diblok', 'pulsa', 'pembayaran', 'terlambat', 'ngantung', 'blok']",blok pulsa bayar lambat ngantung blok,diblok pulsa pembayaran terlambat ngantung blok,2022-07,NEGATIVE,0,0
pinjaman daring rumit dan cepat cair bunganya rendah rekomendasi deh buat btuh dana,5,2022-07-16,"['pinjaman', 'daring', 'rumit', 'cepat', 'cair', 'bunganya', 'rendah', 'rekomendasi', 'deh', 'btuh', 'dana']",pinjam daring rumit cepat cair bunga rendah rekomendasi deh btuh dana,pinjaman daring rumit cepat cair bunganya rendah rekomendasi deh btuh dana,2022-07,NEGATIVE,0,0
tidak bertele tele tidak lama langsung cair top,5,2022-07-17,"['bertele', 'tele', 'langsung', 'cair', 'top']",tele tele langsung cair top,bertele tele langsung cair top,2022-07,POSITIVE,0,0
mantap cocok buat pemula yang mau pinjam uang,5,2022-07-27,"['mantap', 'cocok', 'pemula', 'pinjam', 'uang']",mantap cocok mula pinjam uang,mantap cocok pemula pinjam uang,2022-07,POSITIVE,0,0
mantap hanya beberapa menit pinjaman langsung cair,5,2022-07-26,"['mantap', 'menit', 'pinjaman', 'langsung', 'cair']",mantap menit pinjam langsung cair,mantap menit pinjaman langsung cair,2022-07,POSITIVE,0,0
baik membantu tapi harus punya kontrol diri yang cukup mengukur kemampuan untuk pembayaran terima kasih,5,2022-07-15,"['membantu', 'kontrol', 'mengukur', 'kemampuan', 'pembayaran', 'terima', 'kasih']",bantu kontrol ukur mampu bayar terima kasih,membantu kontrol mengukur kemampuan pembayaran terima kasih,2022-07,NEGATIVE,0,0
semoga ini tidak merugikan orang sedang membutuhkan bantuan nya,5,2022-07-11,"['semoga', 'merugikan', 'orang', 'membutuhkan', 'bantuan', 'nya']",moga rugi orang butuh bantu nya,semoga merugikan orang membutuhkan bantuan nya,2022-07,POSITIVE,0,0
coba bntng dahulu kalau bagus nanti kasih bntng,3,2022-07-25,"['coba', 'bntng', 'bagus', 'kasih', 'bntng']",coba bntng bagus kasih bntng,coba bntng bagus kasih bntng,2022-07,POSITIVE,0,0
terima kasih pengajuanya cepat banget tidak sampai minta sudah acc,5,2022-07-15,"['terima', 'kasih', 'pengajuanya', 'cepat', 'banget', 'acc']",terima kasih pengajuanya cepat banget acc,terima kasih pengajuanya cepat banget acc,2022-07,NEGATIVE,0,0
luar biasa sangat membantu bunga cicilan rendah mantap,5,2022-07-08,"['membantu', 'bunga', 'cicilan', 'rendah', 'mantap']",bantu bunga cicil rendah mantap,membantu bunga cicilan rendah mantap,2022-07,POSITIVE,0,0
terima kasih semoga selalu sukses dan bisa membantu orang membutuhkn,5,2022-07-20,"['terima', 'kasih', 'semoga', 'sukses', 'membantu', 'orang', 'membutuhkn']",terima kasih moga sukses bantu orang membutuhkn,terima kasih semoga sukses membantu orang membutuhkn,2022-07,POSITIVE,0,0
yang bagus bisa buat ngutang pulsa saat kondisi darurat,5,2022-07-25,"['bagus', 'ngutang', 'pulsa', 'kondisi', 'darurat']",bagus ngutang pulsa kondisi darurat,bagus ngutang pulsa kondisi darurat,2022-07,POSITIVE,0,0
selalu gagal dan pernah acc baru daftar langsung tolak heran gwe aplikasi nie,1,2022-07-07,"['gagal', 'acc', 'daftar', 'langsung', 'tolak', 'heran', 'gwe', 'aplikasi', 'nie']",gagal acc daftar langsung tolak heran gwe aplikasi nie,gagal acc daftar langsung tolak heran gwe aplikasi nie,2022-07,NEGATIVE,0,0
mudahan cair karena butuh pengisian bagus rumit,5,2022-07-03,"['mudahan', 'cair', 'butuh', 'pengisian', 'bagus', 'rumit']",mudah cair butuh isi bagus rumit,mudahan cair butuh pengisian bagus rumit,2022-07,POSITIVE,0,0
cicilan sudah lunasi tapi tidak bisa pakai cicilan merchant tolong admin evaluasi lagi trimaksih,5,2022-07-31,"['cicilan', 'lunasi', 'pakai', 'cicilan', 'merchant', 'tolong', 'admin', 'evaluasi', 'trimaksih']",cicil lunas pakai cicil merchant tolong admin evaluasi trimaksih,cicilan lunasi pakai cicilan merchant tolong admin evaluasi trimaksih,2022-07,NEGATIVE,0,0
sangat berguna dan layanan sangat baik ramah dalam penagihan pkknya bagus dexh,5,2022-07-17,"['berguna', 'layanan', 'ramah', 'penagihan', 'pkknya', 'bagus', 'dexh']",guna layan ramah tagih pkknya bagus dexh,berguna layanan ramah penagihan pkknya bagus dexh,2022-07,POSITIVE,0,0
semaga proses pengajuan prosesnya lancar dan cepat tanggap terima kasih indodana,5,2022-07-08,"['semaga', 'proses', 'pengajuan', 'prosesnya', 'lancar', 'cepat', 'tanggap', 'terima', 'kasih', 'indodana']",saga proses aju proses lancar cepat tanggap terima kasih indodana,semaga proses pengajuan prosesnya lancar cepat tanggap terima kasih indodana,2022-07,POSITIVE,0,0
taik tidak berguna sudah capek daftar dan menunggu padahal sudah setujui tapi blokir tiba,1,2022-07-30,"['taik', 'berguna', 'capek', 'daftar', 'menunggu', 'setujui', 'blokir']",taik guna capek daftar tunggu tuju blokir,taik berguna capek daftar menunggu setujui blokir,2022-07,NEGATIVE,0,0
layanan sangat cepat dan tanggap semoga tambah sukses,5,2022-07-18,"['layanan', 'cepat', 'tanggap', 'semoga', 'sukses']",layan cepat tanggap moga sukses,layanan cepat tanggap semoga sukses,2022-07,POSITIVE,0,0
pelayanan terespon dengan segra jika data cukup akurat,5,2022-07-08,"['pelayanan', 'terespon', 'segra', 'data', 'akurat']",layan terespon segra data akurat,pelayanan terespon segra data akurat,2022-07,POSITIVE,0,0
terima kasih pendaftaran mudah mengerti dan bunya pun rendah,5,2022-07-20,"['terima', 'kasih', 'pendaftaran', 'mudah', 'mengerti', 'bunya', 'rendah']",terima kasih daftar mudah erti bunya rendah,terima kasih pendaftaran mudah mengerti bunya rendah,2022-07,NEGATIVE,0,0
luaarr biasa cepat transaksi banget mksi manteep proses cepat,5,2022-07-12,"['luaarr', 'cepat', 'transaksi', 'banget', 'mksi', 'manteep', 'proses', 'cepat']",luaarr cepat transaksi banget mksi manteep proses cepat,luaarr cepat transaksi banget mksi manteep proses cepat,2022-07,POSITIVE,0,0
aplikasinya simpel dan cepat serta pelayanan team sangat paham akan keinginan konsumen,5,2022-07-06,"['aplikasinya', 'simpel', 'cepat', 'pelayanan', 'team', 'paham', 'konsumen']",aplikasi simpel cepat layan team paham konsumen,aplikasinya simpel cepat pelayanan team paham konsumen,2022-07,POSITIVE,0,0
pelayanan baik dan cepat juga terima kasih kredivo,5,2022-07-16,"['pelayanan', 'cepat', 'terima', 'kasih', 'kredivo']",layan cepat terima kasih kredivo,pelayanan cepat terima kasih kredivo,2022-07,POSITIVE,0,0
lumayan membantu jika limit cepat naik saya tambah bintang lagi,4,2022-07-30,"['lumayan', 'membantu', 'limit', 'cepat', 'bintang']",lumayan bantu limit cepat bintang,lumayan membantu limit cepat bintang,2022-07,POSITIVE,0,0
pinjaman sangat membantu pencairan cepat dan tenor pinjaman smpi bulan dan bunganya tidak mencekik,5,2022-07-20,"['pinjaman', 'membantu', 'pencairan', 'cepat', 'tenor', 'pinjaman', 'smpi', 'bunganya', 'mencekik']",pinjam bantu cair cepat tenor pinjam smpi bunga cekik,pinjaman membantu pencairan cepat tenor pinjaman smpi bunganya mencekik,2022-07,POSITIVE,0,0
kenapa saya lunasi mau pengajuan saya melanggar ketentuan kredivo,1,2022-07-19,"['lunasi', 'pengajuan', 'melanggar', 'ketentuan', 'kredivo']",lunas aju langgar tentu kredivo,lunasi pengajuan melanggar ketentuan kredivo,2022-07,NEGATIVE,0,0
kalau ada gampang kenapa harus memilih susah love sangat membantu,5,2022-07-23,"['gampang', 'memilih', 'susah', 'love', 'membantu']",gampang pilih susah love bantu,gampang memilih susah love membantu,2022-07,POSITIVE,0,0
allhamdulilah terima kasih banyak kreditvo saya sudah dibantu semoga sukses terus,5,2022-07-16,"['allhamdulilah', 'terima', 'kasih', 'kreditvo', 'dibantu', 'semoga', 'sukses']",allhamdulilah terima kasih kreditvo bantu moga sukses,allhamdulilah terima kasih kreditvo dibantu semoga sukses,2022-07,POSITIVE,0,0
rekomendasi soalnya ngabisin data sama batre saja sudah pasti gagal,1,2022-07-01,"['rekomendasi', 'ngabisin', 'data', 'batre', 'gagal']",rekomendasi ngabisin data batre gagal,rekomendasi ngabisin data batre gagal,2022-07,NEGATIVE,0,0
tolong saya tidak punya tunggakan atau pakai setiap pagi telvonin spam kayak berasa punya hutang,1,2022-07-29,"['tolong', 'tunggakan', 'pakai', 'pagi', 'telvonin', 'spam', 'kayak', 'berasa', 'hutang']",tolong tunggak pakai pagi telvonin spam kayak rasa hutang,tolong tunggakan pakai pagi telvonin spam kayak berasa hutang,2022-07,NEGATIVE,0,0
gila cepat skli terus terima limit sampai setengah jam tkyu kredivo,5,2022-07-06,"['gila', 'cepat', 'skli', 'terima', 'limit', 'jam', 'tkyu', 'kredivo']",gila cepat skli terima limit jam tkyu kredivo,gila cepat skli terima limit jam tkyu kredivo,2022-07,NEGATIVE,0,0
top pinjaman lancar sekarang lancar sukses selalu,5,2022-07-01,"['top', 'pinjaman', 'lancar', 'lancar', 'sukses']",top pinjam lancar lancar sukses,top pinjaman lancar lancar sukses,2022-07,POSITIVE,0,0
tolong upgrednya jangan lma memberikan jrak bulan nya,4,2022-07-30,"['tolong', 'upgrednya', 'lma', 'jrak', 'nya']",tolong upgrednya lma jrak nya,tolong upgrednya lma jrak nya,2022-07,NEGATIVE,0,0
kenapa pengajuan pinjaman tunai saya selalu tidak sah padahal tidak ada masalah kalau pembelian barang,1,2022-07-10,"['pengajuan', 'pinjaman', 'tunai', 'sah', 'pembelian', 'barang']",aju pinjam tunai sah beli barang,pengajuan pinjaman tunai sah pembelian barang,2022-07,NEGATIVE,0,0
aplikasi ini tidak berguna bagi petani butuh tambahan modal,1,2022-07-22,"['aplikasi', 'berguna', 'petani', 'butuh', 'tambahan', 'modal']",aplikasi guna tani butuh tambah modal,aplikasi berguna petani butuh tambahan modal,2022-07,NEGATIVE,0,0
pengalaman saya pakai sangat senang dan membantu bagus banget,5,2022-07-20,"['pengalaman', 'pakai', 'senang', 'membantu', 'bagus', 'banget']",alam pakai senang bantu bagus banget,pengalaman pakai senang membantu bagus banget,2022-07,POSITIVE,0,0
respons sangat cepat dalam menyambut pelanggan baru sangat membantu,5,2022-07-28,"['respons', 'cepat', 'menyambut', 'pelanggan', 'membantu']",respons cepat sambut langgan bantu,respons cepat menyambut pelanggan membantu,2022-07,POSITIVE,0,0
sangat membantu tapi sayang disaat pelunasan dari jatoh tempo saldo peminjaman berkurang,5,2022-07-29,"['membantu', 'sayang', 'disaat', 'pelunasan', 'jatoh', 'tempo', 'saldo', 'peminjaman', 'berkurang']",bantu sayang saat lunas jatoh tempo saldo pinjam kurang,membantu sayang disaat pelunasan jatoh tempo saldo peminjaman berkurang,2022-07,POSITIVE,0,0
