content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative,rating_sentiment
membantu banget ketika membutuhkan dana buat usha,4,2022-01-20,"['membantu', 'banget', 'membutuhkan', 'dana', 'usha']",bantu banget butuh dana usha,membantu banget membutuhkan dana usha,2022-01,POSITIVE,1,0,POSITIVE
disaat saya butuh dana saya bisa ajukan pinjaman disiini aman dan terpercaya,5,2022-01-17,"['disaat', 'butuh', 'dana', 'ajukan', 'pinjaman', 'disiini', 'aman', 'terpercaya']",saat butuh dana ajuk pinjam disiini aman terpercaya,disaat butuh dana ajukan pinjaman disiini aman terpercaya,2022-01,POSITIVE,1,0,POSITIVE
kali ditolak mau apa toh hapus data terima kasih,1,2022-01-30,"['kali', 'ditolak', 'hapus', 'data', 'terima', 'kasih']",kali tolak hapus data terima kasih,kali ditolak hapus data terima kasih,2022-01,NEGATIVE,0,1,NEGATIVE
baru pakai transaksi sih dan mudah terima kasih,5,2022-01-05,"['pakai', 'transaksi', 'sih', 'mudah', 'terima', 'kasih']",pakai transaksi sih mudah terima kasih,pakai transaksi sih mudah terima kasih,2022-01,POSITIVE,1,0,POSITIVE
mudah tidak rumit lebih bagus kalau mitra belanja tambah,4,2022-01-04,"['mudah', 'rumit', 'bagus', 'mitra', 'belanja']",mudah rumit bagus mitra belanja,mudah rumit bagus mitra belanja,2022-01,POSITIVE,1,0,POSITIVE
tidak sesuai yang ajukan bunga melebihi dari pokok hutang,1,2022-01-01,"['sesuai', 'ajukan', 'bunga', 'melebihi', 'pokok', 'hutang']",sesuai ajuk bunga lebih pokok hutang,sesuai ajukan bunga melebihi pokok hutang,2022-01,NEGATIVE,0,1,NEGATIVE
semoga saja acc kalau tidak acc hpus rating,5,2022-01-06,"['semoga', 'acc', 'acc', 'hpus', 'rating']",moga acc acc hpus rating,semoga acc acc hpus rating,2022-01,POSITIVE,1,0,POSITIVE
bad sangat bad aplication ont unduh ini aplication,1,2022-01-31,"['bad', 'bad', 'aplication', 'ont', 'unduh', 'aplication']",bad bad aplication ont unduh aplication,bad bad aplication ont unduh aplication,2022-01,NEGATIVE,0,1,NEGATIVE
sangat membantu dan mudah dalam pengajuannya terima kasih,5,2022-01-26,"['membantu', 'mudah', 'pengajuannya', 'terima', 'kasih']",bantu mudah aju terima kasih,membantu mudah pengajuannya terima kasih,2022-01,POSITIVE,1,0,POSITIVE
mohon hapus data saya karena pinjaman saya tidak setujui,1,2022-01-08,"['mohon', 'hapus', 'data', 'pinjaman', 'setujui']",mohon hapus data pinjam tuju,mohon hapus data pinjaman setujui,2022-01,NEGATIVE,0,1,NEGATIVE
mohon data saya jangan disalahgunakan pengajuan ditolak dan pengajuan lagi terlalu lama,2,2022-01-22,"['mohon', 'data', 'disalahgunakan', 'pengajuan', 'ditolak', 'pengajuan']",mohon data disalahgunakan aju tolak aju,mohon data disalahgunakan pengajuan ditolak pengajuan,2022-01,NEGATIVE,0,1,NEGATIVE
sangat membantu saat darurat butuh dana untuk ekonomi,5,2022-01-10,"['membantu', 'darurat', 'butuh', 'dana', 'ekonomi']",bantu darurat butuh dana ekonomi,membantu darurat butuh dana ekonomi,2022-01,POSITIVE,1,0,POSITIVE
sangat bermanfaat terima kasih indo dana success selalu ya,5,2022-01-26,"['bermanfaat', 'terima', 'kasih', 'indo', 'dana', 'success', 'ya']",manfaat terima kasih indo dana success ya,bermanfaat terima kasih indo dana success ya,2022-01,POSITIVE,1,0,POSITIVE
pelayanan sangat bagus dan mudah pahami semoga jaya terus,5,2022-01-21,"['pelayanan', 'bagus', 'mudah', 'pahami', 'semoga', 'jaya']",layan bagus mudah paham moga jaya,pelayanan bagus mudah pahami semoga jaya,2022-01,POSITIVE,1,0,POSITIVE
semoga berhasil pinjam untuk orang tua saya aamiin,5,2022-01-24,"['semoga', 'berhasil', 'pinjam', 'orang', 'tua', 'aamiin']",moga hasil pinjam orang tua aamiin,semoga berhasil pinjam orang tua aamiin,2022-01,POSITIVE,1,0,POSITIVE
mind kenapa limit kridit saya masih nonaktifkan padahal saya tidak ada tunggakan,1,2022-01-26,"['mind', 'limit', 'kridit', 'nonaktifkan', 'tunggakan']",mind limit kridit nonaktif tunggak,mind limit kridit nonaktifkan tunggakan,2022-01,NEGATIVE,0,1,NEGATIVE
semoga bisa bantu biaya pengobatan mudah gampang dan cepat,5,2022-01-23,"['semoga', 'bantu', 'biaya', 'pengobatan', 'mudah', 'gampang', 'cepat']",moga bantu biaya obat mudah gampang cepat,semoga bantu biaya pengobatan mudah gampang cepat,2022-01,POSITIVE,1,0,POSITIVE
jelek tolong simpan data saya jangan sampai salah gunakan,1,2022-01-26,"['jelek', 'tolong', 'simpan', 'data', 'salah']",jelek tolong simpan data salah,jelek tolong simpan data salah,2022-01,NEGATIVE,0,1,NEGATIVE
semoga pengajuan saya setujui salam dari kota surabaya,5,2022-01-22,"['semoga', 'pengajuan', 'setujui', 'salam', 'kota', 'surabaya']",moga aju tuju salam kota surabaya,semoga pengajuan setujui salam kota surabaya,2022-01,POSITIVE,1,0,POSITIVE
bagus aplikasi nya sudah ada izin resmi dari ojk sangat aman dan terpercaya bila kita gunakan,5,2022-01-25,"['bagus', 'aplikasi', 'nya', 'izin', 'resmi', 'ojk', 'aman', 'terpercaya']",bagus aplikasi nya izin resmi ojk aman terpercaya,bagus aplikasi nya izin resmi ojk aman terpercaya,2022-01,POSITIVE,1,0,POSITIVE
jangan saja sudah tolak nanti timbul tagihan keno saya atau email saya,1,2022-01-05,"['tolak', 'timbul', 'tagihan', 'keno', 'email']",tolak timbul tagih keno email,tolak timbul tagihan keno email,2022-01,NEGATIVE,0,1,NEGATIVE
sangat membantu disaat perlu dana untuk keperluan mendesak,4,2022-01-31,"['membantu', 'disaat', 'dana', 'keperluan', 'mendesak']",bantu saat dana perlu desak,membantu disaat dana keperluan mendesak,2022-01,POSITIVE,1,0,POSITIVE
mudah mudahan ada rejeki pengen kredit qulkas,4,2022-01-23,"['mudah', 'mudahan', 'rejeki', 'pengen', 'kredit', 'qulkas']",mudah mudah rejeki pengen kredit qulkas,mudah mudahan rejeki pengen kredit qulkas,2022-01,POSITIVE,1,0,POSITIVE
per tanggal januari saya tidak jadi mengajukan pinjaman sini karena terlal besar bnganya terima kasih,1,2022-01-23,"['tanggal', 'januari', 'mengajukan', 'pinjaman', 'terlal', 'bnganya', 'terima', 'kasih']",tanggal januari aju pinjam terlal bnganya terima kasih,tanggal januari mengajukan pinjaman terlal bnganya terima kasih,2022-01,NEGATIVE,0,1,NEGATIVE
buat mau unduh memikirkan ini cuma mau mengambil data saja rumit tidak bakal acc,1,2022-01-19,"['unduh', 'memikirkan', 'mengambil', 'data', 'rumit', 'acc']",unduh pikir ambil data rumit acc,unduh memikirkan mengambil data rumit acc,2022-01,NEGATIVE,0,1,NEGATIVE
amplikasi tidak bisa membantu orang lagi membutuhkan terpaksa saya turunkan bintangnya tolong hapus data saya,1,2022-01-26,"['amplikasi', 'membantu', 'orang', 'membutuhkan', 'terpaksa', 'turunkan', 'bintangnya', 'tolong', 'hapus', 'data']",amplikasi bantu orang butuh paksa turun bintang tolong hapus data,amplikasi membantu orang membutuhkan terpaksa turunkan bintangnya tolong hapus data,2022-01,NEGATIVE,0,1,NEGATIVE
saya kasih bintang dahulu jika berhasil saya kasih bintang,4,2022-01-07,"['kasih', 'bintang', 'berhasil', 'kasih', 'bintang']",kasih bintang hasil kasih bintang,kasih bintang berhasil kasih bintang,2022-01,POSITIVE,1,0,POSITIVE
pinjam tolong hapus data kalau ada tagihan tidal tanggung japan,1,2022-01-20,"['pinjam', 'tolong', 'hapus', 'data', 'tagihan', 'tidal', 'tanggung', 'japan']",pinjam tolong hapus data tagih tidal tanggung japan,pinjam tolong hapus data tagihan tidal tanggung japan,2022-01,NEGATIVE,0,1,NEGATIVE
semoga terkabul dan usaha saya semakin maju aamiin,5,2022-01-05,"['semoga', 'terkabul', 'usaha', 'maju', 'aamiin']",moga kabul usaha maju aamiin,semoga terkabul usaha maju aamiin,2022-01,POSITIVE,1,0,POSITIVE
bagaimana sih log out akun padahal saya tidak punya hutang,1,2022-01-16,"['sih', 'log', 'out', 'akun', 'hutang']",sih log out akun hutang,sih log out akun hutang,2022-01,NEGATIVE,0,1,NEGATIVE
hapus data saya box karena pengajuan saya tolak anda sopan saya pasti segan wasalam,1,2022-01-09,"['hapus', 'data', 'box', 'pengajuan', 'tolak', 'sopan', 'segan', 'wasalam']",hapus data box aju tolak sopan segan wasalam,hapus data box pengajuan tolak sopan segan wasalam,2022-01,NEGATIVE,0,1,NEGATIVE
baru pertama ngajuin semoga acc dengan proses cepat,5,2022-01-13,"['ngajuin', 'semoga', 'acc', 'proses', 'cepat']",ngajuin moga acc proses cepat,ngajuin semoga acc proses cepat,2022-01,POSITIVE,1,0,POSITIVE
pengajuan susah data aman pokoknya bisa bantu usaha,5,2022-01-09,"['pengajuan', 'susah', 'data', 'aman', 'pokoknya', 'bantu', 'usaha']",aju susah data aman pokok bantu usaha,pengajuan susah data aman pokoknya bantu usaha,2022-01,POSITIVE,1,0,POSITIVE
semoga saya cepat acc karena selalu tolak saat meminjam,5,2022-01-10,"['semoga', 'cepat', 'acc', 'tolak', 'meminjam']",moga cepat acc tolak pinjam,semoga cepat acc tolak meminjam,2022-01,POSITIVE,1,0,POSITIVE
sudah ditelpon lengkapi npwp saja ternyata diajukan bahkan ditolak kok tidak jelas sih indodana,1,2022-01-07,"['ditelpon', 'lengkapi', 'npwp', 'diajukan', 'ditolak', 'sih', 'indodana']",telpon lengkap npwp aju tolak sih indodana,ditelpon lengkapi npwp diajukan ditolak sih indodana,2022-01,NEGATIVE,0,1,NEGATIVE
semoga acc agar saya bisa mengembangkan bisnis saya amiin,5,2022-01-29,"['semoga', 'acc', 'mengembangkan', 'bisnis', 'amiin']",moga acc kembang bisnis amiin,semoga acc mengembangkan bisnis amiin,2022-01,POSITIVE,1,0,POSITIVE
gagal ajukan percuma suruh ajukan lagi jaga data saya penyalahgunaan akan saya tuntut,1,2022-01-12,"['gagal', 'ajukan', 'suruh', 'ajukan', 'jaga', 'data', 'penyalahgunaan', 'tuntut']",gagal ajuk suruh ajuk jaga data penyalahgunaan tuntut,gagal ajukan suruh ajukan jaga data penyalahgunaan tuntut,2022-01,NEGATIVE,0,1,NEGATIVE
inododana sangat membantu menyediakan paylater dan juga bisa buat ajukan pinjaman,4,2022-01-29,"['inododana', 'membantu', 'menyediakan', 'paylater', 'ajukan', 'pinjaman']",inododana bantu sedia paylater ajuk pinjam,inododana membantu menyediakan paylater ajukan pinjaman,2022-01,POSITIVE,1,0,POSITIVE
saya rizal tanggal saya selalu tolak tolong data saya hapus dan jaga,1,2022-02-24,"['rizal', 'tanggal', 'tolak', 'tolong', 'data', 'hapus', 'jaga']",rizal tanggal tolak tolong data hapus jaga,rizal tanggal tolak tolong data hapus jaga,2022-02,NEGATIVE,0,1,NEGATIVE
selalu jadi yang terbaik dan menjaga data pribadi kami terima kasih,5,2022-02-28,"['terbaik', 'menjaga', 'data', 'pribadi', 'terima', 'kasih']",baik jaga data pribadi terima kasih,terbaik menjaga data pribadi terima kasih,2022-02,POSITIVE,1,0,POSITIVE
semoga acc saya sangat berharap dengan pinjaman dana cicilantrima kasih,5,2022-02-12,"['semoga', 'acc', 'berharap', 'pinjaman', 'dana', 'cicilantrima', 'kasih']",moga acc harap pinjam dana cicilantrima kasih,semoga acc berharap pinjaman dana cicilantrima kasih,2022-02,POSITIVE,1,0,POSITIVE
tolong dihapus data saya dikarenakan data saya tidak lolos verifikasi terima kasih,1,2022-02-17,"['tolong', 'dihapus', 'data', 'data', 'lolos', 'verifikasi', 'terima', 'kasih']",tolong hapus data data lolos verifikasi terima kasih,tolong dihapus data data lolos verifikasi terima kasih,2022-02,NEGATIVE,0,1,NEGATIVE
bagus verifikasinya cepat semoga pengajuan saya disetujui,5,2022-02-21,"['bagus', 'verifikasinya', 'cepat', 'semoga', 'pengajuan', 'disetujui']",bagus verifikasi cepat moga aju tuju,bagus verifikasinya cepat semoga pengajuan disetujui,2022-02,POSITIVE,1,0,POSITIVE
semoga semakin maju dan dapat membantu bidang finance,5,2022-02-09,"['semoga', 'maju', 'membantu', 'bidang', 'finance']",moga maju bantu bidang finance,semoga maju membantu bidang finance,2022-02,POSITIVE,1,0,POSITIVE
semoga terima lagi kayak dahulu butuh banget uang untuk biaya pengobatan anakku dbd,5,2022-02-23,"['semoga', 'terima', 'kayak', 'butuh', 'banget', 'uang', 'biaya', 'pengobatan', 'anakku', 'dbd']",moga terima kayak butuh banget uang biaya obat anak dbd,semoga terima kayak butuh banget uang biaya pengobatan anakku dbd,2022-02,POSITIVE,1,0,POSITIVE
lihat postingan media sosial kalau itu bagus,5,2022-02-19,"['lihat', 'postingan', 'media', 'sosial', 'bagus']",lihat postingan media sosial bagus,lihat postingan media sosial bagus,2022-02,POSITIVE,1,0,POSITIVE
rumit berbelit lebih jelas kebanyakan persyaratan tapi berbelit,1,2022-02-17,"['rumit', 'berbelit', 'kebanyakan', 'persyaratan', 'berbelit']",rumit belit banyak syarat belit,rumit berbelit kebanyakan persyaratan berbelit,2022-02,NEGATIVE,0,1,NEGATIVE
sampah busuk kerjaanya ambil data orang lalu ditolak,1,2022-02-12,"['sampah', 'busuk', 'kerjaanya', 'ambil', 'data', 'orang', 'ditolak']",sampah busuk kerjaanya ambil data orang tolak,sampah busuk kerjaanya ambil data orang ditolak,2022-02,NEGATIVE,0,1,NEGATIVE
semoga acc biar lancar selalu dan terpercaya,5,2022-02-17,"['semoga', 'acc', 'biar', 'lancar', 'terpercaya']",moga acc biar lancar terpercaya,semoga acc biar lancar terpercaya,2022-02,POSITIVE,1,0,POSITIVE
nyuri data saja baru sekali pakai bayar lancar setelah pembayaran limit blok aneh sekalee wkwkwkwk,1,2022-02-07,"['nyuri', 'data', 'pakai', 'bayar', 'lancar', 'pembayaran', 'limit', 'blok', 'aneh', 'sekalee', 'wkwkwkwk']",nyuri data pakai bayar lancar bayar limit blok aneh sekalee wkwkwkwk,nyuri data pakai bayar lancar pembayaran limit blok aneh sekalee wkwkwkwk,2022-02,NEGATIVE,0,1,NEGATIVE
waduh mau komentarin jelek kenapa hapus komen saya jelas aplikasi nya,1,2022-02-05,"['komentarin', 'jelek', 'hapus', 'komen', 'aplikasi', 'nya']",komentarin jelek hapus komen aplikasi nya,komentarin jelek hapus komen aplikasi nya,2022-02,NEGATIVE,0,1,NEGATIVE
tidak jelas ambil cicilan 6bln acc 3bln bunga kebesaran,1,2022-02-11,"['ambil', 'cicilan', '6bln', 'acc', '3bln', 'bunga', 'kebesaran']",ambil cicil 6bln acc 3bln bunga besar,ambil cicilan 6bln acc 3bln bunga kebesaran,2022-02,NEGATIVE,0,1,NEGATIVE
persyaratannya sangat mudah sudah cepat semoga acc,5,2022-02-01,"['persyaratannya', 'mudah', 'cepat', 'semoga', 'acc']",syarat mudah cepat moga acc,persyaratannya mudah cepat semoga acc,2022-02,POSITIVE,1,0,POSITIVE
sayang sekali pengajuan saya belum setujui tolong hapus data saya,2,2022-02-01,"['sayang', 'pengajuan', 'setujui', 'tolong', 'hapus', 'data']",sayang aju tuju tolong hapus data,sayang pengajuan setujui tolong hapus data,2022-02,NEGATIVE,0,1,NEGATIVE
bagus solusi untuk bagi pelanggan mau ngembangin usahany sangat membantu rumit,5,2022-02-21,"['bagus', 'solusi', 'pelanggan', 'ngembangin', 'usahany', 'membantu', 'rumit']",bagus solusi langgan ngembangin usahany bantu rumit,bagus solusi pelanggan ngembangin usahany membantu rumit,2022-02,POSITIVE,1,0,POSITIVE
susah foto selfienya gagal mlu hapus saja apkny,1,2022-02-23,"['susah', 'foto', 'selfienya', 'gagal', 'mlu', 'hapus', 'apkny']",susah foto selfienya gagal mlu hapus apkny,susah foto selfienya gagal mlu hapus apkny,2022-02,NEGATIVE,0,1,NEGATIVE
mantap banget aplkasi nyaa membantu banget terima kasih,5,2022-02-09,"['mantap', 'banget', 'aplkasi', 'nyaa', 'membantu', 'banget', 'terima', 'kasih']",mantap banget aplkasi nyaa bantu banget terima kasih,mantap banget aplkasi nyaa membantu banget terima kasih,2022-02,POSITIVE,1,0,POSITIVE
tidak dapat pinjaman dapat email terus aneh deh nya,1,2022-02-18,"['pinjaman', 'email', 'aneh', 'deh', 'nya']",pinjam email aneh deh nya,pinjaman email aneh deh nya,2022-02,NEGATIVE,0,1,NEGATIVE
pengajuan cepat dan penagihan sopan pula terima kasih,5,2022-02-19,"['pengajuan', 'cepat', 'penagihan', 'sopan', 'terima', 'kasih']",aju cepat tagih sopan terima kasih,pengajuan cepat penagihan sopan terima kasih,2022-02,POSITIVE,1,0,POSITIVE
pinjmn saya tolk awas kalau data saya bocor saya punya bkti semua pengajuan saya tolak,1,2022-02-16,"['pinjmn', 'tolk', 'awas', 'data', 'bocor', 'bkti', 'pengajuan', 'tolak']",pinjmn tolk awas data bocor bkti aju tolak,pinjmn tolk awas data bocor bkti pengajuan tolak,2022-02,NEGATIVE,0,1,NEGATIVE
insya allah pengajuan saya acc atau diterima,5,2022-02-11,"['insya', 'allah', 'pengajuan', 'acc', 'diterima']",insya allah aju acc terima,insya allah pengajuan acc diterima,2022-02,POSITIVE,1,0,POSITIVE
terima kasih aplikasi indona dalam limit dan jangka sangat memuaskan,5,2022-02-06,"['terima', 'kasih', 'aplikasi', 'indona', 'limit', 'jangka', 'memuaskan']",terima kasih aplikasi indona limit jangka puas,terima kasih aplikasi indona limit jangka memuaskan,2022-02,POSITIVE,1,0,POSITIVE
terima kasih atas perhatian dan pengertian nya,5,2022-02-17,"['terima', 'kasih', 'perhatian', 'pengertian', 'nya']",terima kasih perhati erti nya,terima kasih perhatian pengertian nya,2022-02,POSITIVE,1,0,POSITIVE
bagus sangat membantu semoga acc pengajuan sukses selalu buat indodana,5,2022-02-18,"['bagus', 'membantu', 'semoga', 'acc', 'pengajuan', 'sukses', 'indodana']",bagus bantu moga acc aju sukses indodana,bagus membantu semoga acc pengajuan sukses indodana,2022-02,POSITIVE,1,0,POSITIVE
lagi membutuh akan modal usaha sini menemukan yang sangat membantu terima kasih indodna,5,2022-02-27,"['membutuh', 'modal', 'usaha', 'menemukan', 'membantu', 'terima', 'kasih', 'indodna']",butuh modal usaha temu bantu terima kasih indodna,membutuh modal usaha menemukan membantu terima kasih indodna,2022-02,POSITIVE,1,0,POSITIVE
bayar tagihan tertunggak tapi limit tetap tidak aktif bagaimana ini woy,1,2022-02-10,"['bayar', 'tagihan', 'tertunggak', 'limit', 'aktif', 'woy']",bayar tagih tunggak limit aktif woy,bayar tagihan tertunggak limit aktif woy,2022-02,NEGATIVE,0,1,NEGATIVE
bismillah semoga berikan kelancaran untuk pengajuan saya bagus luck,5,2022-02-06,"['bismillah', 'semoga', 'kelancaran', 'pengajuan', 'bagus', 'luck']",bismillah moga lancar aju bagus luck,bismillah semoga kelancaran pengajuan bagus luck,2022-02,POSITIVE,1,0,POSITIVE
sangat diperlukan era jaman now terima kasih pengajuan mudah dan cepat,5,2022-02-02,"['era', 'jaman', 'now', 'terima', 'kasih', 'pengajuan', 'mudah', 'cepat']",era jaman now terima kasih aju mudah cepat,era jaman now terima kasih pengajuan mudah cepat,2022-02,POSITIVE,1,0,POSITIVE
pinjaman yang bagus dengan tenor pengembalian cukup dan bunga rendah terimakaaih,5,2022-02-17,"['pinjaman', 'bagus', 'tenor', 'pengembalian', 'bunga', 'rendah', 'terimakaaih']",pinjam bagus tenor kembali bunga rendah terimakaaih,pinjaman bagus tenor pengembalian bunga rendah terimakaaih,2022-02,POSITIVE,1,0,POSITIVE
keren cepat registrasinya mudah mudahan nyaman aplikasi nya,5,2022-02-18,"['keren', 'cepat', 'registrasinya', 'mudah', 'mudahan', 'nyaman', 'aplikasi', 'nya']",keren cepat registrasi mudah mudah nyaman aplikasi nya,keren cepat registrasinya mudah mudahan nyaman aplikasi nya,2022-02,POSITIVE,1,0,POSITIVE
pengajuan saya tolak tolong hapus data saya kalau sampai ada penangihan atas nama saya awas,1,2022-02-11,"['pengajuan', 'tolak', 'tolong', 'hapus', 'data', 'penangihan', 'nama', 'awas']",aju tolak tolong hapus data penangihan nama awas,pengajuan tolak tolong hapus data penangihan nama awas,2022-02,NEGATIVE,0,1,NEGATIVE
yang mudah dan cepat dalam pelayanan semoga tambah lancar indo dana terima kasih,5,2022-02-13,"['mudah', 'cepat', 'pelayanan', 'semoga', 'lancar', 'indo', 'dana', 'terima', 'kasih']",mudah cepat layan moga lancar indo dana terima kasih,mudah cepat pelayanan semoga lancar indo dana terima kasih,2022-02,POSITIVE,1,0,POSITIVE
mudah rumit semoga ini benar membantu dan tidak membebani,5,2022-02-04,"['mudah', 'rumit', 'semoga', 'membantu', 'membebani']",mudah rumit moga bantu beban,mudah rumit semoga membantu membebani,2022-02,POSITIVE,1,0,POSITIVE
solusi belanjaku indiana selalu memberi akan nuansa terbaik saya ucapkan,5,2022-02-28,"['solusi', 'belanjaku', 'indiana', 'nuansa', 'terbaik', 'ucapkan']",solusi belanja indiana nuansa baik ucap,solusi belanjaku indiana nuansa terbaik ucapkan,2022-02,POSITIVE,1,0,POSITIVE
pengajuan sangat mudah terima kasih indo dana makin sukses,5,2022-02-05,"['pengajuan', 'mudah', 'terima', 'kasih', 'indo', 'dana', 'sukses']",aju mudah terima kasih indo dana sukses,pengajuan mudah terima kasih indo dana sukses,2022-02,POSITIVE,1,0,POSITIVE
